ID,"Which of the following topics are you familiar with? (Here, familiar means you could explain the topic clearly to a friend without Googling it first.) Check all that apply.",How comfortable are you with statistics?,How comfortable are you with programming?,Check all that apply: Which of the following are skills you believe you possess?,A4_t,A5_t,A6_t,project_t
354_wi20,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, A|B testing",1,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",8,8,8,15
355_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, pandas (the package, not the animal)",6,6,"Formulate a plan for and complete a data science project from start to finish, Identify and explain how to approach an unfamiliar data science task",3.5,4,3,15
356_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn",4,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,7,2,25
357_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), A|B testing",8,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",12,8,0,10
358_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, p-hacking, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",7,7,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,5,4,60
359_wi20,"data science, GitHub, Python, Jupyter Notebooks, JSON, p-value, pandas (the package, not the animal), sklearn, A|B testing",5,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",3,3,3,35
361_wi20,"GitHub, Python, Jupyter Notebooks, pandas (the package, not the animal)",6,7,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations",4,5,3,12
363_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, p-value, p-hacking, sentiment analysis, pandas (the package, not the animal)",6,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2,3,3,12
364_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, p-value, sentiment analysis, pandas (the package, not the animal)",8,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",4,4,0,50
365_wi20,"data science, GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, pandas (the package, not the animal), sklearn, A|B testing",7,10,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,4,3,20
366_wi20,"data science, Python, Jupyter Notebooks, p-value, pandas (the package, not the animal)",8,4,Communicate results concisely and efficiently in reports and presentations,6,8,4,10
368_wi20,"GitHub, Python, Jupyter Notebooks, machine learning, p-value, sentiment analysis, pandas (the package, not the animal), sklearn, A|B testing",7,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Identify and explain how to approach an unfamiliar data science task",4,7,3,30
370_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",7,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",5,6,6,20
371_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",4,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,4,8,25
372_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, pandas (the package, not the animal), sklearn, A|B testing",7,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,3,3,15
373_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn",9,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Identify and explain how to approach an unfamiliar data science task",2,3,3,30
374_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, p-value, geospatial analysis, pandas (the package, not the animal), sklearn",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",4,4,5,20
375_wi20,"data science, Jupyter Notebooks, confounding, p-value, pandas (the package, not the animal)",2,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",5,4,4,30
376_wi20,"Python, Jupyter Notebooks",6,7,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations",6,0,9,30
377_wi20,none of these,4,3,Communicate results concisely and efficiently in reports and presentations,10,10,12,15
378_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, confounding, p-value, sentiment analysis, pandas (the package, not the animal)",8,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,3,3,72
382_wi20,"Jupyter Notebooks, confounding, p-value, sentiment analysis, pandas (the package, not the animal)",9,7,"Formulate a plan for and complete a data science project from start to finish, Identify and explain how to approach an unfamiliar data science task",4,4,3,35
384_wi20,"data science, GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, p-value, pandas (the package, not the animal)",10,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",3,2,2,10
385_wi20,"data science, p-value",10,10,Communicate results concisely and efficiently in reports and presentations,4,5,6,10
386_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",7,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,4,4,20
387_wi20,"version control (i.e. git), GitHub, Python, JSON, confounding, pandas (the package, not the animal), A|B testing",6,9,Identify and explain how to approach an unfamiliar data science task,5,6,3,20
388_wi20,none of these,4,3,Communicate results concisely and efficiently in reports and presentations,5,7,4,30
388_wi20,"data science, pandas (the package, not the animal)",4,3,Formulate a plan for and complete a data science project from start to finish,6,5,5,25
389_wi20,"Python, sklearn",2,10,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2,2,2,5
390_wi20,"GitHub, Jupyter Notebooks, JSON, p-value, pandas (the package, not the animal)",7,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",3,3,3,6
391_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, p-hacking, sentiment analysis, geospatial analysis, pandas (the package, not the animal), A|B testing",7,7,Formulate a plan for and complete a data science project from start to finish,6,6,4,15
392_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, machine learning, confounding, p-value, p-hacking, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, tetral analysis, A|B testing",7,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,4,4,45
393_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, p-hacking, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",10,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",1,1,1,10
394_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, p-value, p-hacking, geospatial analysis, pandas (the package, not the animal)",8,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,3,3,25
395_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, confounding, p-value, pandas (the package, not the animal)",7,7,Identify and explain how to approach an unfamiliar data science task,8,9,10,40
397_wi20,"version control (i.e. git), Python, Jupyter Notebooks, pandas (the package, not the animal)",5,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",8,10,6,50
398_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, confounding, p-value, pandas (the package, not the animal)",6,6,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",2,3,4,30
399_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, machine learning, p-value, pandas (the package, not the animal)",5,5,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",6,4,5,17
400_wi20,"data science, GitHub, Python, Jupyter Notebooks, JSON, machine learning, sentiment analysis, pandas (the package, not the animal), sklearn",7,10,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,4,3,20
401_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, sentiment analysis, pandas (the package, not the animal), sklearn",6,7,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations",3,2,3,8
402_wi20,"data science, version control (i.e. git), GitHub, Python, JSON, machine learning",5,8,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",5,5,5,20
403_wi20,"version control (i.e. git), GitHub, confounding, pandas (the package, not the animal)",3,10,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",6,6,4,24
404_wi20,"Python, Jupyter Notebooks, tabular data, p-value, pandas (the package, not the animal), sklearn, A|B testing",5,6,"Formulate a plan for and complete a data science project from start to finish, Identify and explain how to approach an unfamiliar data science task",4,6,4,12
405_wi20,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",6,6,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",5,6,5,8
407_wi20,"data science, GitHub, Python, Jupyter Notebooks, tabular data, p-value, pandas (the package, not the animal), A|B testing",7,7,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",4,4,4,30
408_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, confounding, p-value, geospatial analysis, pandas (the package, not the animal), A|B testing",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",5,4,5,15
410_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",7,6,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",6,7,7,12
411_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, p-value, sentiment analysis, pandas (the package, not the animal), sklearn",6,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2,6,4,20
412_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, p-value, sentiment analysis, pandas (the package, not the animal)",6,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",7,5,4,10
413_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",6,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Identify and explain how to approach an unfamiliar data science task",3,0,5,20
415_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, confounding, p-value, sentiment analysis, pandas (the package, not the animal), sklearn",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",4,4,4,30
416_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, p-hacking, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",10,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2,2,2,20
417_wi20,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, A|B testing",7,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2,2,2,20
422_wi20,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, p-value, pandas (the package, not the animal)",8,8,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations",4,4,3,25
424_wi20,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, pandas (the package, not the animal), sklearn, A|B testing",8,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2,2,2,10
424_wi20,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, pandas (the package, not the animal), sklearn, A|B testing",10,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,3,3,10
424_wi20,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, pandas (the package, not the animal), sklearn, A|B testing",10,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,3,3,10
425_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, confounding, p-value, geospatial analysis, pandas (the package, not the animal), A|B testing",7,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",6,5,7,20
426_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, p-hacking, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",10,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",1,1,1.5,10
428_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, p-value, p-hacking, pandas (the package, not the animal), sklearn, A|B testing",8,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,3,3,7
429_wi20,"data science, GitHub, Python, Jupyter Notebooks, tabular data, machine learning, pandas (the package, not the animal), sklearn",8,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2,2,2,10
429_wi20,"data science, GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, geospatial analysis, pandas (the package, not the animal), sklearn",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",1,1,1,8
430_wi20,"data science, GitHub, Python, Jupyter Notebooks, JSON, machine learning, pandas (the package, not the animal)",6,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",8,13,7,40
431_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, pandas (the package, not the animal)",2,6,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Identify and explain how to approach an unfamiliar data science task",6,6.5,5,4
432_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, p-value, p-hacking, pandas (the package, not the animal), sklearn, A|B testing",6,9,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",2,2,2,30
433_wi20,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, sentiment analysis, pandas (the package, not the animal)",6,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,5,2,14
435_wi20,"GitHub, Python, Jupyter Notebooks, machine learning, pandas (the package, not the animal)",7,6,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",10,10,12,10
435_wi20,"GitHub, Python, Jupyter Notebooks, JSON, machine learning",6,5,None of thse,10,10,10,20
436_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, p-value, p-hacking, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",7,10,3,20
441_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",7,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",5,6,6,8
444_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, pandas (the package, not the animal)",9,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",10,10,10,80
445_wi20,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, sentiment analysis, pandas (the package, not the animal), sklearn",8,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,4,4,15
NA,"Python, Jupyter Notebooks, machine learning, p-value, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",8,9,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",2,2,3,20
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, pandas (the package, not the animal), sklearn",7,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,2,2,5
NA,"Python, Jupyter Notebooks, machine learning, confounding, p-value, pandas (the package, not the animal)",7,8,"Formulate a plan for and complete a data science project from start to finish, Identify and explain how to approach an unfamiliar data science task",2,3,0,60
NA,"data science, Python, Jupyter Notebooks, tabular data, JSON, machine learning, p-value, p-hacking, pandas (the package, not the animal), sklearn",9,9,Identify and explain how to approach an unfamiliar data science task,2,2,2,14
NA,"version control (i.e. git), Python, Jupyter Notebooks, confounding, p-value, pandas (the package, not the animal)",5,6,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",3,3,3,10
NA,"data science, Python, Jupyter Notebooks, tabular data, JSON, confounding, p-value, p-hacking, sentiment analysis, none of these, pandas (the package, not the animal), A|B testing",7,7,Communicate results concisely and efficiently in reports and presentations,5,7,12,10
NA,"data science, GitHub, Python, Jupyter Notebooks, p-hacking, pandas (the package, not the animal)",6,7,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",6,6,4,20
NA,"GitHub, Python, Jupyter Notebooks",4,5,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",8,8,7,16
NA,"data science, Python, Jupyter Notebooks, JSON, p-value, sentiment analysis, pandas (the package, not the animal), sklearn",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",6,9,12,20
NA,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",7,4,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",8,8,4,13
NA,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",7,4,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",8,8,4,13
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, p-value, sentiment analysis, pandas (the package, not the animal), sklearn, A|B testing",10,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",7,6,4,60
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, confounding, p-value, pandas (the package, not the animal)",6,6,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,6,3,16
NA,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, p-hacking, sentiment analysis, pandas (the package, not the animal)",8,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",2,0,3,15
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, p-value, sentiment analysis, pandas (the package, not the animal), sklearn",7,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",6,6,6,20
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, p-hacking, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",10,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2,2,2,30
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, p-value, pandas (the package, not the animal), A|B testing",6,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,3,3,30
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",5,5,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",7,8,7,30
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, pandas (the package, not the animal), sklearn",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Identify and explain how to approach an unfamiliar data science task",6,5,4,10
NA,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, pandas (the package, not the animal), sklearn",7,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",3,2,2.5,15
NA,"GitHub, Python, Jupyter Notebooks, A|B testing",10,8,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",6,5,5,20
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, p-value, sentiment analysis, pandas (the package, not the animal), sklearn",6,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",6,8,6,25
